model,train_rmse,cv_rmse_mean,cv_rmse_std,test_rmse,train_mape,cv_mape_mean,cv_mape_std,test_mape,train_mae,cv_mae_mean,cv_mae_std,test_mae
MLP,137.44387055542313,162.12534437984112,6.469590325662842,143.45847012621095,0.023851311651127187,0.028105900874571856,0.0008227064121096079,0.024365948079787453,88.87723526051398,104.42009227683101,2.8061074789708447,90.56995073406769
