model,train_rmse,cv_rmse_mean,cv_rmse_std,test_rmse,train_mape,cv_mape_mean,cv_mape_std,test_mape,train_mae,cv_mae_mean,cv_mae_std,test_mae
Random_Forest_incl_fouling,116.9093180613523,133.24775697369287,5.602607283204829,131.50264739489262,0.022542852185181775,0.02505611863607189,0.002835085555442064,0.022794517215561187,68.15658050548559,75.0857184289438,0.9946970651510708,73.03695006401473
Random_Forest_excl_fouling,162.71512987213265,181.32974883753872,7.694236862132412,177.68081648244006,0.036161753617407436,0.039592785453513774,0.0027039928515311556,0.035489140745618014,101.39025782765692,110.65703699610981,0.9586500640626207,106.01744598768431
