model,train_rmse,cv_rmse_mean,cv_rmse_std,test_rmse,train_mape,cv_mape_mean,cv_mape_std,test_mape,train_mae,cv_mae_mean,cv_mae_std,test_mae
RandomForest,88.91547382745772,97.07387839052647,7.317304817463955,97.43313493753135,0.013934155409648822,0.014659261697958823,0.0005189615528843312,0.014994163310055311,53.07652702097503,56.01167458818581,1.9132383049445894,56.43448446416357
