model,train_rmse,cv_rmse_mean,cv_rmse_std,test_rmse,train_mape,cv_mape_mean,cv_mape_std,test_mape,train_mae,cv_mae_mean,cv_mae_std,test_mae
NN_incl_fouling,141.5252788090655,0,0,146.76899292050663,0.034276393085098195,0,0,0.033801815096610476,99.66392059333903,0,0,102.36889997551293
NN_excl_fouling,167.41830621459306,0,0,172.88016562921882,0.041192592937965906,0,0,0.04103599600851293,117.10773902582149,0,0,120.70164370550285
