model,train_rmse,cv_rmse_mean,cv_rmse_std,test_rmse,train_mape,cv_mape_mean,cv_mape_std,test_mape,train_mae,cv_mae_mean,cv_mae_std,test_mae
NN_incl_fouling,111.1561618513909,0,0,112.39793070136717,0.026307168466209334,0,0,0.027503022522399948,74.06732986139136,0,0,76.7303911538173
NN_excl_fouling,104.68487832489224,0,0,107.59058362070635,0.024594436549016635,0,0,0.025820732022121602,69.92081881467593,0,0,72.8025360610801
