model,train_rmse,cv_rmse_mean,cv_rmse_std,test_rmse,train_mape,cv_mape_mean,cv_mape_std,test_mape,train_mae,cv_mae_mean,cv_mae_std,test_mae
GAM_incl_fouling,360.2632357227535,1486.225768311258,8.033602126399114,367.8314042947552,0.06884743049025191,0.3810948786940071,0.00522830867127843,0.07007001027599381,258.99704197563364,1371.2521904766922,11.548947500300729,267.56863532425814
GAM_excl_fouling,379.60356268332646,1486.225768311258,8.033602126399114,390.57117171403496,0.07434279767028648,0.3810948786940071,0.00522830867127843,0.07636441803131695,278.8164323543777,1371.2521904766922,11.548947500300729,289.8107640609387
