model,train_rmse,cv_rmse_mean,cv_rmse_std,test_rmse,train_mape,cv_mape_mean,cv_mape_std,test_mape,train_mae,cv_mae_mean,cv_mae_std,test_mae
GAM_incl_fouling,549.4323516744578,1491.7630518906303,8.05682343143799,563.0670125628365,0.10698880651150526,0.3859222808055455,0.0052805495751697,0.11041030239334287,397.04618210539707,1377.4080040912052,6.796529820427708,412.23941126984965
GAM_excl_fouling,576.450024827394,1491.7630518906303,8.05682343143799,595.1361298957336,0.11247181758631923,0.3859222808055455,0.0052805495751697,0.11684976914842277,424.5665704914435,1377.4080040912052,6.796529820427708,444.5420282113492
