model,train_rmse,cv_rmse_mean,cv_rmse_std,test_rmse,train_mape,cv_mape_mean,cv_mape_std,test_mape,train_mae,cv_mae_mean,cv_mae_std,test_mae
GAM_incl_fouling,365.6045842739842,1067.555003464481,9.536204086353221,373.15897083639993,0.10682081409685448,0.366000075470179,0.0052114043008845215,0.10739868469696956,270.2316139636394,924.465314333516,7.341085988193958,278.7048905330444
GAM_excl_fouling,434.97649229033584,1067.555003464481,9.536204086353221,442.64603283353296,0.1360227402639482,0.366000075470179,0.0052114043008845215,0.13654403491798092,327.5931132846771,924.465314333516,7.341085988193958,335.06300894728787
