timestamp,Avg Draft (Calculated),SOG - STW (calculated),cumulative_fouling_penalty_index (calculated),Vessel Hull Through Water Longitudinal Speed (knots),Day of Year,Vessel External Conditions Wave Period (Provider S),longitudinal_wave_force (calculated),longitudinal_wind_force (calculated)
2024-12-22 11:30:00,-20.18074232513481,-32.21868622147755,668.243319644793,-1328.9880110753834,-1528.118821995864,704.9257118145531,286.4130836917983,-3.7972542144616455
2024-03-09 10:00:00,152.649204767052,29.938354991831602,-272.4241153277195,939.268696346186,1078.789250121237,-302.12047545503765,-212.06829870924787,-111.32794824151244
2024-04-12 18:15:00,-413.4464901995764,52.789748815186954,-141.9522893566791,-298.87613945112645,771.0292693851902,115.64058655753053,-121.8907638536814,-50.28608167321125
2024-08-05 02:15:00,425.34795362209337,-14.629667752990372,-212.61731465948546,124.80189134698911,-269.9236066337923,-419.16282060977375,-127.89172446620005,-43.65846292425318
2024-08-24 05:00:00,420.17340430795485,-109.07673585827249,-34.95915788065949,-620.5888625445244,-441.9071252804058,241.86505304763628,186.93791703219011,136.25065462376915
2024-04-28 22:15:00,-384.98646897182135,15.461135060745164,-68.30822277423853,348.5614127591859,626.2010431564632,390.84963915092345,71.53101883364494,68.51244554195482
2024-04-29 15:00:00,-384.9864689718213,42.56178815510373,-66.04647197883331,-2197.9891675573976,617.1492790171666,595.7586056609484,369.05301117553995,194.52811277066357
2024-08-24 07:30:00,420.173404307955,-132.60842422609286,-34.57017222931614,-730.4334415001194,-441.9071252804055,222.2448455361987,191.1589457360478,153.9010149632102
2024-12-20 13:45:00,-20.18074232513505,2.111154932686304,662.9822630614301,-1664.7047331234169,-1510.0152937172738,567.4145342560163,244.89893940185985,123.66122833737573
2024-12-24 11:45:00,-20.180742325135743,30.363678366389014,671.9415874851766,-765.3954993599469,-1546.2223502744553,16.215694168255002,3.909590786677427,-117.33035116112873
2024-09-14 02:00:00,471.91889744932917,-32.52023946668793,49.89926404108022,124.46748921991107,-631.9941722056114,149.0933798144886,0.0656280700306695,17.288661871131865
2024-02-10 19:00:00,175.9346766806709,-66.99407489133546,-359.1827258550438,565.3180156646548,1332.238646021512,224.026957810161,133.03637223614592,112.52429997811595
